dip,Género,Provincia,Ciudad,Colegio,Administración del Colegio,Edad
6736577,FEMENINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,35
6737352,MASCULINO,MURILLO,LA PAZ,E.I.S. PEDRO DOMINGO MURILLO,FISCAL,33
6737363,MASCULINO,MURILLO,LA PAZ,MAYOR DE SAN GENARO,PRIVADA,36
6738442,MASCULINO,MURILLO,LA PAZ,COLEGIO 20 DE OCTUBRE,FISCAL,38
6738451,MASCULINO,MURILLO,EL ALTO,CALAMA,FISCAL,42
6738537,MASCULINO,MURILLO,LA PAZ,SAN ANTONIO DE PADUA,PRIVADA,32
6738817,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16
6738890,MASCULINO,MURILLO,LA PAZ,ADVENTISTA MIRAFLORES,PRIVADA,32
6739456,MASCULINO,MURILLO,LA PAZ,AMERICAN SCHOOL,PRIVADA,36
6739623,FEMENINO,MURILLO,LA PAZ,LICEO LA PAZ,FISCAL,34
6739672,MASCULINO,MURILLO,LA PAZ,COL. NACIONAL SIMON BOLIVAR,FISCAL,34
6739868,MASCULINO,MURILLO,LA PAZ,ANGELUS MARITAINE,PRIVADA,34
6739994,NO RESPONDE,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16
6740061,MASCULINO,MURILLO,LA PAZ,CENTRO EDUCATIVO CRISTIANO SHALOM,PRIVADA,31
6740111,MASCULINO,MURILLO,LA PAZ,BOLIVIANO-ALEMAN ''AVE MARIA'',PRIVADA,28
6740188,MASCULINO,INGAVI,LA PAZ,"""JUAN PABLO II""",FISCAL,36
6740652,MASCULINO,MURILLO,LA PAZ,AVE MARIA,PRIVADA,37
6740693,MASCULINO,MURILLO,LA PAZ,COL.NAL. SIMON BOLIVAR,FISCAL,38
6740786,FEMENINO,MURILLO,LA PAZ,HUGO DAVILA B,FISCAL,34
6740871,MASCULINO,MURILLO,LA PAZ,AIDA DEL PORTILLO DE MENDOZA,FISCAL,32
6741281,MASCULINO,MURILLO,LA PAZ,SAGRADOS CORAZONES,CONVENIO,36
6741330,MASCULINO,MURILLO,LA PAZ,HUGO DAVILA,FISCAL,38
6741380,MASCULINO,OTRO,COCHABAMBA,"SANTA MARIA ""CENAFI""",PRIVADA,31
6741945,FEMENINO,MURILLO,EL ALTO,ADRIAN CASTILLO NAVA,FISCAL,37
6742135,MASCULINO,MURILLO,LA PAZ,NUESTRA SENORA DE ITATI,PRIVADA,32
6742182,MASCULINO,MURILLO,LA PAZ,SAN MATIAS,PRIVADA,40
6742756,NO RESPONDE,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52
6742824,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16
6743414,MASCULINO,MURILLO,LA PAZ,"U. E. ""SAN MATIAS""",PRIVADA,38
6743685,MASCULINO,MURILLO,LA PAZ,GUATEMALA,CEMA,43
6744162,MASCULINO,MURILLO,LA PAZ,SAN ANTONIO DE PADUA,PRIVADA,31
6744277,MASCULINO,MURILLO,LA PAZ,UNIDAD EDUCATIVA MIXTO COPACABANA,FISCAL,34
6744729,FEMENINO,MURILLO,LA PAZ,VIDA NUEVA,CONVENIO,33
6744856,MASCULINO,MURILLO,LA PAZ,DON BOSCO,PRIVADA,35
6745433,FEMENINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,39
6745784,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16
6746643,MASCULINO,MURILLO,LA PAZ,LOS ANDES,PRIVADA,33
6746924,FEMENINO,MURILLO,EL ALTO,LUIS ESPINAL CAMPS,FISCAL,40
6747631,FEMENINO,MURILLO,LA PAZ,SANTA ANA,PRIVADA,33
6748319,FEMENINO,MURILLO,LA PAZ,INSTITUTO AMERICANO,FISCAL,33
6748951,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16
6749449,MASCULINO,MURILLO,LA PAZ,U.E.HERNANDO SILES REYES,FISCAL,37
6749582,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,37
6749747,MASCULINO,GUALBERTO VILLARROEL,LA PAZ,DANIEL GOMEZ GARCIA,PRIVADA,39
6749850,FEMENINO,MURILLO,LA PAZ,LOS PINOS,PRIVADA,33
6750073,FEMENINO,INGAVI,LAQUINAMAYA,SAN SIMON DE AYACUCHO,FISCAL,38
6750101,MASCULINO,MURILLO,EL ALTO,UEFAB,PRIVADA,29
6750210,MASCULINO,MURILLO,LA PAZ,SAN ANTONIO DE PADUA,PRIVADA,30
6750226,FEMENINO,TUPIZA- SUD CHICHAS,POTOSI,MIXTO,FISCAL,36
6750352,MASCULINO,MURILLO,LA PAZ,GUALBERTO VILLARROEL,FISCAL,31
6750361,MASCULINO,MURILLO,LA PAZ,C.E.P.A.L,PRIVADA,35
6750413,FEMENINO,MURILLO,LA PAZ,NAZARENO BASIL MILLER,PRIVADA,37
6750582,MASCULINO,MURILLO,OTRO,FGG,FISCAL,40
6750648,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,38
6750792,FEMENINO,MURILLO,LA PAZ,AMERINST,PRIVADA,28
6750943,MASCULINO,MURILLO,LA PAZ,U.E.P LA PAZ,PRIVADA,33
6751016,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52
6751048,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,35
6751064,FEMENINO,MURILLO,LA PAZ,COLEGIO SAN FRANCISCO DE LA T.O,PRIVADA,32
6751131,MASCULINO,MURILLO,LA PAZ,REPUBLICA DE FRANCIA,FISCAL,33
6751202,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52
6752112,MASCULINO,MURILLO,EL ALTO,2 DE AGOSTO,FISCAL,30
6752382,FEMENINO,MURILLO,LA PAZ,BOLIVIA IV,FISCAL,34
6752408,NO RESPONDE,MURILLO,LA PAZ,RAFAEL PABON,FISCAL,35
6752560,MASCULINO,MURILLO,LA PAZ,JESUS OBRERO,CONVENIO,32
6752738,MASCULINO,MURILLO,LA PAZ,DON BOSCO PAMPAHASI,CONVENIO,39
6752785,FEMENINO,LARECAJA,GUANAY,PABLO SEXTO,CONVENIO,35
6752820,MASCULINO,MURILLO,LA PAZ,UNIDAD EDUCATIVA ADVENTISTA,PRIVADA,36
6752853,MASCULINO,MURILLO,LA PAZ,ESTEBAN BERTOLUSSO,PRIVADA,37
6753003,FEMENINO,MURILLO,LA PAZ,LICEO BOLIVIA,FISCAL,39
6753065,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,32
6753149,MASCULINO,CARANAVI,OTRO,TECNICO JOSE BALLIVIAN,FISCAL,37
6753281,MASCULINO,MURILLO,LA PAZ,SAN PEDRO POVEDA,CONVENIO,36
6753301,MASCULINO,MURILLO,LA PAZ,SANA MATIAS,PRIVADA,29
6753316,FEMENINO,MURILLO,LA PAZ,LUIS ERNST,CONVENIO,34
6753317,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16
6753363,MASCULINO,MURILLO,LA PAZ,ADVENTIS MIRAFLORES,PRIVADA,34
6753559,MASCULINO,LARECAJA,GUANAY,ABEL ITURRALDE,FISCAL,41
6753561,FEMENINO,MURILLO,LA PAZ,MARISCAL JOSE BALLIVIAN,CEMA,40
6753906,MASCULINO,MURILLO,LA PAZ,GUALBERTO VILLARROEL,FISCAL,37
6753938,MASCULINO,MURILLO,LA PAZ,NACIONAL SIMON BOLIVAR,FISCAL,40
6754035,FEMENINO,OMASUYOS,AJLLATA GRANDE,PEDRO DOMINGO MURILLO,PRIVADA,37
6754100,FEMENINO,MURILLO,EL ALTO,PABLO VI,CONVENIO,30
6754486,FEMENINO,MURILLO,LA PAZ,INSTITUTO AMERICANO,PRIVADA,34
6754976,FEMENINO,MURILLO,LA PAZ,SIMON RODRIGUEZ CARRENO,FISCAL,32
6754994,FEMENINO,MURILLO,LA PAZ,SAN CALIXTO,PRIVADA,38
6756815,MASCULINO,MURILLO,LA PAZ,LA PAZ DON BOSCO,OTRO,36
6757536,MASCULINO,MURILLO,LA PAZ,DON BOSCO,PRIVADA,32
6757798,MASCULINO,MURILLO,LA PAZ,DOMINGO SAVIO,PRIVADA,34
6758344,MASCULINO,MURILLO,LA PAZ,SAN FRANCISCO,PRIVADA,32
6758356,MASCULINO,MURILLO,LA PAZ,AVE MARAAA,PRIVADA,38
6758399,MASCULINO,INGAVI,CANTON: GUAQUI,GERMAN BUSCH B,FISCAL,34
6758536,MASCULINO,MURILLO,LA PAZ,INSTITUTO AMERICANO,CONVENIO,34
6759477,MASCULINO,MURILLO,LA PAZ,MARIEN GARTEN,CONVENIO,39
6760171,MASCULINO,MURILLO,LA PAZ,REPUBLICA URUGUAY,FISCAL,37
6760383,MASCULINO,MURILLO,ESCOMA,U. E. ILLIMANI,FISCAL,39
6760502,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52
6760577,MASCULINO,MURILLO,LA PAZ,CEA JULIAN APAZA,FISCAL,32
6760629,FEMENINO,MURILLO,EL ALTO,NACIONAL 12 DE OCTUBRE,FISCAL,34
6760636,MASCULINO,MURILLO,LA PAZ,P. DALENCE,FISCAL,39
6761158,FEMENINO,MURILLO,LA PAZ,GERMAN BUSCH,FISCAL,34
6761302,MASCULINO,MURILLO,LA PAZ,SAGRADOS CORAZONES,PRIVADA,29
6761565,MASCULINO,MURILLO,LA PAZ,MAX VALDIVIA,CONVENIO,37
6762026,MASCULINO,MUNECAS,LA PAZ,"SOCOCONI ""B""",FISCAL,36
6762591,MASCULINO,BALLIVIAN,RRURENABAQUE,CIE 12 DE OCTUBRE,FISCAL,37
6762845,MASCULINO,MURILLO,LA PAZ,UNIDAD EDUCATIVA REPUBLICA DE COLOMBIA,FISCAL,36
6762949,MASCULINO,MURILLO,LA PAZ,"UNIDAD EDUCATIVA ""MALLASA""",FISCAL,40
6762957,MASCULINO,MURILLO,LA PAZ,SAN ANTONIO,PRIVADA,38
6763315,FEMENINO,MURILLO,LA PAZ,NACIONAL MIXTO SAN JUAN,FISCAL,36
6763553,FEMENINO,MURILLO,LA PAZ,SAN JOSE,PRIVADA,28
6764147,FEMENINO,MURILLO,LA PAZ,INSTITUTO AMERICANO OBRAJES,PRIVADA,33
6764480,MASCULINO,MURILLO,LA PAZ,STRA. SRA. DE LA PAZ II,FISCAL,38
6764489,FEMENINO,MURILLO,LA PAZ,SAN ANTONIO DE PADUA,PRIVADA,29
6764745,MASCULINO,MURILLO,LA PAZ,SAN LUIS FE Y ALEGRIA,FISCAL,35
6765000,MASCULINO,MURILLO,LA PAZ,U.E. P. LA PAZ,PRIVADA,39
6765461,MASCULINO,MURILLO,LA PAZ,ROBERTO ALVARADO DAZA,FISCAL,38
6765516,MASCULINO,MURILLO,LA PAZ,ELISA DE BALLIVIAN,CONVENIO,38
6765575,MASCULINO,MURILLO,LA PAZ,GERMAN BUSCH,FISCAL,38
6765597,MASCULINO,MURILLO,LA PAZ,UNIDAD EDUCATIVA LUIS ALBERTO PABON,FISCAL,37
6765693,MASCULINO,DESCONOCIDO,DESCONOCIDO,INSTITUTO AMERICANO,PRIVADA,38
6765716,NO RESPONDE,MURILLO,LA PAZ,GUALBERTO VILLARROEL,FISCAL,39
6765722,MASCULINO,MURILLO,LA PAZ,GUALBERTO VILLARROEL,FISCAL,38
6765728,MASCULINO,PACAJES,COMANCHE,JUAN CAPRILES,FISCAL,41
6765882,MASCULINO,MURILLO,LA PAZ,IGNACIO CALDERON,FISCAL,39
6765925,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,32
6765926,MASCULINO,LARECAJA,TACACOMA,COLEGIO SERGIO ALMARAZ,CONVENIO,37
6765978,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,39
6766838,MASCULINO,MURILLO,LA PAZ,REPUBLICA DE FRANCIA,FISCAL,31
6766859,MASCULINO,MURILLO,LA PAZ,18 DE MAYO,FISCAL,38
6766936,MASCULINO,MURILLO,LA PAZ,FRAY BERNARDINO DE CARDENAS,PRIVADA,38
6767389,FEMENINO,OMASUYOS,LA PAZ,SAN ANTONIO DE PADUA,FISCAL,38
6767621,MASCULINO,MURILLO,LA PAZ,SERGIO ALMARAZ,FISCAL,38
6767624,MASCULINO,MURILLO,EL ALTO,ADOLFO KOLPING,PRIVADA,37
6767805,NO RESPONDE,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,34
6767949,MASCULINO,MURILLO,LA PAZ,IGNACIO CALDERON,FISCAL,38
6768089,MASCULINO,MURILLO,LA PAZ,LUIS ESPINAL CAMPS,FISCAL,39
6768243,NO RESPONDE,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16
6768357,MASCULINO,MURILLO,LA PAZ,MARIEN GARTEN,CONVENIO,33
6768825,MASCULINO,MURILLO,EL ALTO,SAN AGUSTIN,PRIVADA,38
6769227,MASCULINO,MURILLO,LA PAZ,AVE MARIA,PRIVADA,34
6769856,FEMENINO,MURILLO,LA PAZ,INSTITUTO AMERICANO,PRIVADA,34
6769890,MASCULINO,OMASUYOS,ACHACAQUI,AMASUYOS,FISCAL,39
6769902,MASCULINO,MURILLO,LA PAZ,ARMANDO ESCOBAR URIA,FISCAL,39
6770063,MASCULINO,MURILLO,LA PAZ,CRISTIANO VIDA NUEVA,CONVENIO,31
6770243,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,35
6770304,MASCULINO,MURILLO,LA PAZ,INSTITUTO BAUTISTA CANADIENSE,PRIVADA,30
6770488,MASCULINO,MURILLO,LA PAZ,EDUARDO ABAROA III,FISCAL,38
6770791,MASCULINO,MURILLO,EL ALTO,UNIDAD EDUCATIVA BRASIL,FISCAL,39
6771916,MASCULINO,MURILLO,LA PAZ,FELIPE SEGUNDO GUZMAN,FISCAL,35
6772324,MASCULINO,MURILLO,LA PAZ,SIMON BOLIVAR,FISCAL,33
6772647,MASCULINO,MURILLO,LA PAZ,SERGIO ALMARAZ,FISCAL,38
6772679,MASCULINO,OMASUYOS,CHOCOCOPA GRANDE,EUFRACIO IBANEZ,FISCAL,38
6773060,FEMENINO,MURILLO,OTRO,SAN CALIXTO,PRIVADA,16
6773250,FEMENINO,MURILLO,LA PAZ,INSTITUTO AMERICANO,PRIVADA,34
6773874,FEMENINO,MURILLO,EL ALTO,MERCEDES VELZU DE DORADO,FISCAL,38
6774595,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,40
6774612,FEMENINO,MURILLO,LA PAZ,INSTITUTO AMERICANO,PRIVADA,30
6774918,MASCULINO,MURILLO,LA PAZ,INSTITUTO AMERICANO,PRIVADA,31
6775042,MASCULINO,MURILLO,LA PAZ,AVE MARIA,PRIVADA,30
6775633,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52
6775644,FEMENINO,MURILLO,LA PAZ,FUERZA AAAREA BOLIVIANA,PRIVADA,35
6775717,FEMENINO,MURILLO,LA PAZ,SANTA ANA,PRIVADA,37
6776207,FEMENINO,MURILLO,LA PAZ,BICENTENARIO LIBERTADORES DE SIMON BOLIVAR,FISCAL,38
6776907,MASCULINO,MURILLO,LA PAZ,HUGO DAAVILA,FISCAL,35
6777108,MASCULINO,MURILLO,LA PAZ,DON BOSCO PAMPAHASI,CONVENIO,31
6777213,MASCULINO,MURILLO,LA PAZ,DON BOSCO,PRIVADA,32
6777323,MASCULINO,MURILLO,LA PAZ,SANTA ANA,PRIVADA,30
6777556,MASCULINO,AVAROA,ORURO,ANTONIO DIAZ VILLAMIL,FISCAL,29
6777644,MASCULINO,MURILLO,EL ALTO,U.E. FAB,PRIVADA,31
6777980,MASCULINO,MURILLO,LA PAZ,UNIDAD EDUCATIVA FUERZA AEREA BOLIVIANA,PRIVADA,31
6778017,MASCULINO,MURILLO,LA PAZ,SS.CC,PRIVADA,35
6778033,MASCULINO,MURILLO,LA PAZ,IES POLITECNIC,FISCAL,36
6778383,FEMENINO,MURILLO,LA PAZ,ANGLO AMERICANO,PRIVADA,31
6778685,MASCULINO,MURILLO,LA PAZ,SAN FRANCISCO,PRIVADA,31
6778888,FEMENINO,MURILLO,LA PAZ,C.E.M.A. SAGRADOS CORAZONES,CONVENIO,34
6778970,MASCULINO,MURILLO,LA PAZ,HUGO DAVILA,FISCAL,28
6779245,MASCULINO,MURILLO,LA PAZ,SERGIO MAURICIO VILLEGAS,FISCAL,16
6779303,MASCULINO,MURILLO,EL ALTO,TCNL. RAFAEL PABON CUEVAS,FISCAL,36
6779486,MASCULINO,MURILLO,LA PAZ,FRAY BERNARDINO DE CARDENAS,PRIVADA,37
6779516,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,PRIVADA,34
6779518,MASCULINO,MURILLO,EL ALTO,COL. NAL. MIX. ILLIMANI,FISCAL,37
6780256,FEMENINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,37
6780277,MASCULINO,MURILLO,LA PAZ,NACIONAL GERMAN BUSCH,FISCAL,40
6780466,MASCULINO,MURILLO,LA PAZ,GUALBERTO VILLARROEL,FISCAL,34
6780753,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,32
6780762,FEMENINO,MURILLO,LA PAZ,SAGRADO CORAZON DE JESUS,FISCAL,35
6781611,MASCULINO,MURILLO,LA PAZ,C.E.F.I.,PRIVADA,34
6781648,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52
6781839,FEMENINO,DANIEL CAMPOS,POTOSI,1O DE MAYO,FISCAL,41
6782612,FEMENINO,MURILLO,LA PAZ,JOSE CARRASCO TORRICO,FISCAL,36
6782654,MASCULINO,MURILLO,LA PAZ,COLEGIO,FISCAL,30
6782680,FEMENINO,MURILLO,LA PAZ,MARIA AUXILIADORA,PRIVADA,28
6782812,MASCULINO,MURILLO,EL ALTO,UNIDAD EDUCATIVA DE FUERZA AEREA BOLIVIANA,PRIVADA,35
6782844,MASCULINO,MURILLO,LA PAZ,E. LINDEMANN,FISCAL,37
6782858,FEMENINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52
6782901,MASCULINO,MURILLO,LA PAZ,MARIEN GARTEN,CONVENIO,36
6782920,FEMENINO,MURILLO,EL ALTO,TECNICO HUMANISTICO REPUBLICA DE FRANCIA,FISCAL,36
6782959,MASCULINO,MURILLO,LA PAZ,GREGORIO PACHECO,FISCAL,33
6783012,MASCULINO,MURILLO,EL ALTO,UNIDAD EDUCATIVA ADVENTISTA PACAJES,PRIVADA,35
6783064,MASCULINO,MURILLO,EL ALTO,LUIS ESPINAL CAMPS,FISCAL,32
6783150,MASCULINO,MURILLO,LA PAZ,AVE MARIA,PRIVADA,33
6783246,MASCULINO,MURILLO,LA PAZ,SAN ANTONIO DE PADUA,PRIVADA,31
6783948,MASCULINO,MURILLO,LA PAZ,SAN FRANCISCO,PRIVADA,30
6784206,MASCULINO,MURILLO,LA PAZ,GUALBERTO VILLARROEL,FISCAL,40
6784352,MASCULINO,MURILLO,LA PAZ,AMERICAN SCHOOL,PRIVADA,35
6784374,MASCULINO,MURILLO,LA PAZ,U. E. BOLIVIA III,FISCAL,34
6784375,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16
6784517,MASCULINO,FRANZ TAMAYO,ANTAQUILLA,JUAN CARLOS FLORES BEDREGAL,FISCAL,35
6784685,MASCULINO,MURILLO,LA PAZ,FRANZ TAMAYO,FISCAL,28
6784767,MASCULINO,MURILLO,LA PAZ,DON BOSCO EL PRADO TURNO MAAAANA,CONVENIO,36
6784796,FEMENINO,MURILLO,LA PAZ,JUAN CAPRILES,FISCAL,40
6785012,FEMENINO,MURILLO,LA PAZ,WALTER ALPIRE DURAN,FISCAL,37
6785072,MASCULINO,MURILLO,LA PAZ,COL. NAL. MIXTO COMANCHE,FISCAL,40
6785073,MASCULINO,INGAVI,VIACHA,JOSE BALLIVIAN,FISCAL,36
6785338,MASCULINO,MURILLO,LA PAZ,CEA DANIEL SANCHEZ BUSTAMANTE,FISCAL,39
6785445,MASCULINO,AROMA,LA PAZ,MIGUEL GRAU,FISCAL,41
6785455,MASCULINO,MURILLO,LA PAZ,INSTITUTO AMERICANO,FISCAL,35
6785654,FEMENINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52
6785713,MASCULINO,MURILLO,LA PAZ,MARCELO QUIROGA SAMTA CRUZ,FISCAL,42
6785743,MASCULINO,MURILLO,LA PAZ,UNIDAD EDUCATIVA HUGO DAVILA,FISCAL,37
6785786,MASCULINO,OMASUYOS,LA PAZ,COL.NAL.MIXTO HACIA EL MAR,FISCAL,39
6786423,MASCULINO,OMASUYOS,ACHACACHI,COL. MARISCAL ANDRES DE SANTA CRUZ,FISCAL,36
6786876,FEMENINO,MURILLO,LA PAZ,AVE MARIA,PRIVADA,35
6786891,FEMENINO,MURILLO,LA PAZ,DAMIAN DE VEUSTER,FISCAL,35
6786926,FEMENINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16
6787370,MASCULINO,MURILLO,LA PAZ,YUGOSLAVIA B,FISCAL,34
6787568,NO RESPONDE,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52
6787614,MASCULINO,MURILLO,LA PAZ,UNIDAD EDUCATIVA MIXTO TOPATER,FISCAL,38
6787765,FEMENINO,MURILLO,LA PAZ,CEMA DON BOSCO,FISCAL,38
6787818,MASCULINO,MURILLO,LA PAZ,HUGO DAVILA,FISCAL,33
6787854,MASCULINO,MURILLO,LA PAZ,AYACUCHO,FISCAL,39
6787899,MASCULINO,MURILLO,LA PAZ,LA SALLE,CONVENIO,39
6787944,NO RESPONDE,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52
6788015,MASCULINO,MURILLO,LA PAZ,DON BOSCO,CONVENIO,33
6788309,MASCULINO,NOR YUNGAS,CORIPATA,COL.,FISCAL,38
6788447,MASCULINO,MURILLO,LA PAZ,PANTALEON DALENCE,PRIVADA,34
6788864,MASCULINO,MURILLO,EL ALTO,UNIDADAD EDUCATIVA LA PAZ,FISCAL,39
6788903,MASCULINO,MURILLO,LA PAZ,CENTRO EDUCATIVO PARTICULAR BOLIVIA,FISCAL,42
6788986,MASCULINO,MURILLO,LA PAZ,GERMAN BUSCH,FISCAL,31
6789044,MASCULINO,MURILLO,LA PAZ,CENTRO INTEGRADO COLORADOS DE BOLIVIA,FISCAL,38
6789388,MASCULINO,MURILLO,LA PAZ,ALFREDO VARGAS,FISCAL,35
6789452,MASCULINO,FRANZ TAMAYO,LA PAZ,VENEZUELA A,FISCAL,33
6789541,MASCULINO,MURILLO,EL ALTO,PEDRO DOMINGO MURILLLO,PRIVADA,39
6789834,MASCULINO,MURILLO,LA PAZ,ENRIQUE LINNDEMAN,FISCAL,37
6790035,FEMENINO,VACA DIEZ,GUAYARAMERIN,AVE MARIA,CONVENIO,28
6790205,MASCULINO,MURILLO,LA PAZ,RDO.P. WALTER STRUB,FISCAL,38
6790441,MASCULINO,SUD YUNGAS,IRUPANA,SAN JAVIER,FISCAL,38
6790704,MASCULINO,MURILLO,LA PAZ,TRES PASOS AL FRENTE,CEMA,31
6791265,MASCULINO,MURILLO,LA PAZ,COLEGIO ABRAHAM REYES DE FE Y ALEGRIA,FISCAL,37
6791524,FEMENINO,MURILLO,LA PAZ,SAN LUIS,FISCAL,33
6792393,FEMENINO,MURILLO,LA PAZ,ESCUELA INDUSTRIAL SUPERIOR PEDRO DOMINGO MURILLO,FISCAL,32
6792628,FEMENINO,MURILLO,LA PAZ,BAUTISTA CANADIENSE,PRIVADA,30
6792695,MASCULINO,MURILLO,LA PAZ,SAN JUDAS TADEO,PRIVADA,29
6793280,MASCULINO,MURILLO,LA PAZ,UNIDAD EDUCATIVA SAN ANDRES,CONVENIO,29
6793466,NO RESPONDE,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16
6793501,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,39
6793531,FEMENINO,MURILLO,LA PAZ,LUIS ESPINAL CAMPS,FISCAL,35
6793600,MASCULINO,MURILLO,LA PAZ,SIMON BOLIVAR,FISCAL,40
6794142,MASCULINO,MURILLO,LA PAZ,DON BOSCO PAMPAHASI,CONVENIO,30
6794454,MASCULINO,MURILLO,LA PAZ,ANTONIO DIAZ VILLAMIL,FISCAL,43
6794585,MASCULINO,MURILLO,LA PAZ,DOMINGO FAUSTINO,FISCAL,30
6795004,MASCULINO,MURILLO,LA PAZ,HEROES DEL PACIFICO,FISCAL,37
6795007,MASCULINO,MURILLO,LA PAZ,HEROES DEL PACIFICO,FISCAL,35
6795461,MASCULINO,MURILLO,LA PAZ,INSTITUTO DOMINGO SAVIO,PRIVADA,39
6795905,FEMENINO,MURILLO,LA PAZ,ALFREDO VARGAS,FISCAL,36
6796369,MASCULINO,MURILLO,LA PAZ,SAGRADOS CORAZONES B,CEMA,31
6796382,FEMENINO,MURILLO,LA PAZ,LICEO LA PAZ,FISCAL,35
6796408,MASCULINO,MURILLO,LA PAZ,DON BOSCO DE PAMPAHASI,CONVENIO,30
6796559,MASCULINO,MURILLO,LA PAZ,DON BOSCO,CONVENIO,23
6796669,MASCULINO,MURILLO,LA PAZ,DON BOSCO,FISCAL,39
6797450,FEMENINO,MURILLO,EL ALTO,PRIMERO DE MAYO,FISCAL,32
6798563,MASCULINO,OMASUYOS,EL ALTO,6 DE MARZO,FISCAL,35
6798566,MASCULINO,OMASUYOS,LA PAZ,FRANZ TAMAYO,CEMA,37
6798714,MASCULINO,AROMA,LA PAZ,REPUBLICA DE ITALIA,FISCAL,40
6798723,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,39
6798823,MASCULINO,OTRO,OTRO,U.E. NATALIA PALACIOS,FISCAL,28
6798916,MASCULINO,MURILLO,LA PAZ,CEA MIRAFLORES,FISCAL,32
6799065,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,37
6799398,MASCULINO,MURILLO,LA PAZ,COMUNIDAD EDUCATIVA MARIEN GARTEN,FISCAL,38
6799655,MASCULINO,MURILLO,LA PAZ,MAX VALDIVIA E.P.D.B,CONVENIO,31
6800124,MASCULINO,MURILLO,EL ALTO,SIMON BOLIVAR,FISCAL,37
6800189,FEMENINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,35
6800356,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,37
6800431,FEMENINO,OMASUYOS,LA PAZ,JOSE LUIS SUAREZ GUSMAN,FISCAL,36
6800891,MASCULINO,MURILLO,LA PAZ,EMMA CANADAY,PRIVADA,38
6800893,NO RESPONDE,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16
6800941,MASCULINO,MURILLO,LA PAZ,ANTONIO DIAZ VILLAMIL,FISCAL,37
6801000,MASCULINO,MURILLO,LA PAZ,UE,FISCAL,35
6801261,MASCULINO,MURILLO,LA PAZ,"GERMAN BUSCH ""B""",FISCAL,34
6801692,FEMENINO,MURILLO,LA PAZ,"VENEZUELA ""C""",FISCAL,37
6801885,MASCULINO,MURILLO,LA PAZ,SAN FRANCISCO,PRIVADA,28
6801891,MASCULINO,MURILLO,LA PAZ,SAN JOSE,PRIVADA,37
6801989,FEMENINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16
6803561,FEMENINO,MURILLO,LA PAZ,INGLES CATOLICO,PRIVADA,31
6803565,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16
6803631,MASCULINO,MURILLO,LA PAZ,COLEGIO NACIONAL MIXTO DAVID PINILLA,FISCAL,38
6803704,MASCULINO,MURILLO,LA PAZ,6 DE JUNIO,FISCAL,38
6804271,FEMENINO,MURILLO,LA PAZ,SAN SIMON DE AYACUCHO,FISCAL,37
